Leitungsfunktion;Status seit;Eigentum;Teilnetz;Druckzone;Bauart;Vorschieber;Leistung (m³/h);Bemerkung;Nennweite DN [mm];Nenndruck (PN);Verbindungsart;Einbaujahr;Postleitzahl;Gemeindename;Ortsteilname;Straßenname;Strassenschlüssel;Hausnr;Hausnr-Ergänzung;Gebäudelage;Gebäudenutzung;Name I;Name II;Benutzeridentifikation;WA Leitungsabschnitt;X B Position ETRS89 Zone 32;Y B Position ETRS89 Zone 32;X B Punkt AW ETRS89 Zone 32;Y B Punkt AW ETRS89 Zone 32;Id;Latitude;Longitude;;
Versorgungsleitung;13.04.16;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;115,875;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2016;90475;Nürnberg;Moorenbrunn;Leithastr.;506903200001;4;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;13.04.2016;100";"(UH) Unterflurhydrant;N-ERGIE;26554461;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Leithastr.;4;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1972;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen;100;PN 16;75.900 m;75.398 m;BP:OK ÜP:OK  NL:OK ;;;";657788.858 m;5474144.679 m;;;26554461;49.399523;11.174806;;
Versorgungsleitung;01.01.99;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;48,938;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1999;90475;Nürnberg;Fischbach;Hartstr.;504481900003;31;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1999;80";"(UH) Unterflurhydrant;N-ERGIE;2779364;(37)Fischbach";"Nürnberg;Fischbach;Hartstr.;31;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1999;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;16.900 m;18.294 m;BP:OK ÜP:OK  NL:OK ;;;";658672.916 m;5476074.512 m;;;2779364;49.416640;11.187753;;
Hydrantenleitung;01.01.99;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;147,938;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1999;90475;Nürnberg;Altenfurt;Sprottauer Str.;509874100004;35;;;Fabrik,Industrie;"VW;Hydrantenleitung;in Betrieb;01.01.1999;80";"(OH) Überflurhydrant;N-ERGIE;3865801;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Sprottauer Str.;35;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1999;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;3.600 m;3.598 m;BP:OK ÜP:OK  NL:OK ;;;";657117.653 m;5475812.241 m;;;3865801;49.414686;11.166221;;
Versorgungsleitung;14.03.06;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;112,125;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2006;90475;Nürnberg;Altenfurt;Von-Soden-Str.;510800900001;9;;;Mehrfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2006;100";"(UH) Unterflurhydrant;N-ERGIE;1971787;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Von-Soden-Str.;9;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;59.032 m;58.426 m;BP:OK ÜP:OK  NL:OK ;;;";657851.543 m;5474948.897 m;;;1971787;49.406736;11.175989;;
Versorgungsleitung;08.11.16;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;80,625;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2016;90475;Nürnberg;Altenfurt;Welfenstr.;511088800017;13;a;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;08.11.2016;100";"(UH) Unterflurhydrant;N-ERGIE;27281540;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Welfenstr.;13 a;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;08.11.2016;(HOB) Hoher Bühl;125*11,4 PE-100;100;PN 10;78.550 m;79.799 m;BP:OK ÜP:OK  NL:OK ;;;";657809.343 m;5474718.670 m;;;27281540;49.404677;11.175316;;
Hydrantenleitung;01.01.01;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;152,531;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2001;90475;Nürnberg;Altenfurt;Raudtener Str.;508678400001;1;b;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.2001;100";"(OH) Überflurhydrant;N-ERGIE;2683347;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Raudtener Str.;1 b;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1935;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;1.107 m;1.106 m;BP:OK ÜP:OK  NL:OK ;;;";656732.572 m;5475520.687 m;;;2683347;49.412165;11.160801;;
Hydrantenleitung;01.01.50;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;106,406;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;1950;90475;Nürnberg;Fischbach;Fischbacher Hauptstr.;503411700001;241;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1950;100";"(OH) Überflurhydrant;N-ERGIE;2792583;(37)Fischbach";"Nürnberg;Fischbach;Fischbacher Hauptstr.;241;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;1.969 m;1.970 m;BP:OK ÜP:OK  NL:OK ;;;";659487.507 m;5476401.295 m;;;2792583;49.419364;11.199107;;
Hydrantenleitung;01.01.79;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;55,969;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1979;90475;Nürnberg;Fischbach;Augraben;501514900001;60;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1979;100";"(UH) Unterflurhydrant;N-ERGIE;2795612;(37)Fischbach";"Nürnberg;Fischbach;Augraben;60;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.1979;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;4.073 m;4.062 m;BP:OK ÜP:OK  NL:OK ;;;";658478.338 m;5477056.737 m;;;2795612;49.425519;11.185464;;
Versorgungsleitung;01.01.86;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;120;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;1986;90475;Nürnberg;Fischbach;Anzengruberstr.;501306600010;6;;;Mehrfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1986;80";"(UH) Unterflurhydrant;N-ERGIE;21364994;(37)Fischbach";"Nürnberg;Fischbach;Anzengruberstr.;6;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1986;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;0.100 m;1.894 m;BP:OK ÜP:N.OK  NL:OK ;;;";658444.572 m;5476375.166 m;;;21364994;49.419402;11.184727;;
Hydrantenleitung;11.12.05;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;73,5;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2005;90475;Nürnberg;Fischbach;Feuchter Str.;503383000001;23;;;;"VW;Hydrantenleitung;in Betrieb;01.01.2005;80";"(UH) Unterflurhydrant;N-ERGIE;12832489;(37)Fischbach";"Nürnberg;Fischbach;Feuchter Str.;23;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;11.12.2005;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;1.300 m;1.400 m;BP:OK ÜP:OK  NL:OK ;;;";659259.931 m;5475950.553 m;;;12832489;49.415372;11.195790;;
Versorgungsleitung;19.11.15;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2015;90475;Nürnberg;Altenfurt;Am Graben;500497200019;8;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;22.10.2015;100";"(UH) Unterflurhydrant;N-ERGIE;26473318;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Am Graben;8;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;19.11.2015;(HOB) Hoher Bühl;125*11,4 PE-100;100;PN 10;0.650 m;3.667 m;BP:OK ÜP:OK  NL:OK ;;;";657722.901 m;5475341.783 m;;;26473318;49.410301;11.174373;;
Versorgungsleitung;10.11.17;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2017;90475;Nürnberg;Fischbach;Hirtenwiesenstr.;504945600001;8901;;;Hydrant;"VW;Versorgungsleitung;in Betrieb;10.11.2017;80";"(OH) Überflurhydrant;N-ERGIE;28188496;(37)Fischbach";"Nürnberg;Fischbach;Hirtenwiesenstr.;8901;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1989;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;0.700 m;0.952 m;BP:OK ÜP:OK  NL:OK ;;;";659141.575 m;5476580.450 m;;;28188496;49.421065;11.194412;;
Versorgungsleitung;01.01.72;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;57,375;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1972;90475;Nürnberg;Moorenbrunn;Salzburger Str.;509165900020;85;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1972;80";"(UH) Unterflurhydrant;N-ERGIE;1952699;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Salzburger Str.;85;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1972;(HOB) Hoher Bühl;(PVC) Polyvinylchlorid;80;PN 10;85.100 m;85.078 m;BP:OK ÜP:N.OK  NL:OK ;;;";657608.577 m;5473932.878 m;;;1952699;49.397666;11.172239;;
Hydrantenleitung;15.10.09;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;169,125;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2009;90475;Nürnberg;Altenfurt;Oelser Str.;508036200004;8907;;;Hydrant;"VW;Hydrantenleitung;in Betrieb;01.01.2009;100";"(OH) Überflurhydrant;N-ERGIE;20698076;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Oelser Str.;8907;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;15.10.2009;(HOB) Hoher Bühl;125*11,4 PE-100;100;PN 10;1.400 m;1.374 m;BP:OK ÜP:OK  NL:OK ;;;";656991.219 m;5474873.381 m;;;20698076;49.406280;11.164108;;
Versorgungsleitung;12.12.25;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2025;90475;Nürnberg;Fischbach;Stadelwiesen;509915300001;8;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;12.12.2025;80";"(OH) Überflurhydrant;N-ERGIE;38375883;(37)Fischbach";"Nürnberg;Fischbach;Stadelwiesen;8;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1998;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;0.600 m;2.665 m;BP:OK ÜP:OK  NL:OK ;;;";658874.353 m;5476145.078 m;;;38375883;49.417221;11.190556;;
Hydrantenleitung;01.01.99;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;( ) Gartenhydrant;ja;;;40;PN 16;unbekannt;1999;90475;Nürnberg;Altenfurt;Saganer Str.;509149200006;;;;;"VW;Hydrantenleitung;in Betrieb;01.01.1999;40";"( ) Gartenhydrant;N-ERGIE;2689770;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Saganer Str.;;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1935;(HOB) Hoher Bühl;(St) Stahl;40;PN 16;3.200 m;3.200 m;BP:OK ÜP:N.OK  NL:OK ;;;";656722.902 m;5475871.058 m;;;2689770;49.415316;11.160806;;
Hydrantenleitung;;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;136,406;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2000;90475;Nürnberg;Altenfurt;Sprottauer Str.;509874100004;4;;;Verwaltung, Büro;"VW;Hydrantenleitung;in Betrieb;01.01.2000;80";"(OH) Überflurhydrant;N-ERGIE;3855713;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Sprottauer Str.;4;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.2000;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;2.905 m;2.340 m;BP:OK ÜP:OK  NL:OK ;;;";656931.047 m;5476034.663 m;;;3855713;49.416733;11.163739;;
Versorgungsleitung;01.01.96;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;71,906;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1996;90475;Nürnberg;Fischbach;Börnestr.;501577700007;21;;;Zweifamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1996;100";"(UH) Unterflurhydrant;N-ERGIE;2807524;(37)Fischbach";"Nürnberg;Fischbach;Börnestr.;21;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß ZM s;100;PN 10;25.000 m;25.028 m;BP:OK ÜP:OK  NL:OK ;;;";659059.852 m;5476825.207 m;;;2807524;49.423286;11.193385;;
Hydrantenleitung;19.05.09;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;177,938;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2009;90475;Nürnberg;Altenfurt;Altenfurter Str.;500241300001;1;a;Vordergebäude 1;Geschäft,Gewerbe;"VW;Hydrantenleitung;in Betrieb;01.01.2009;100";"(OH) Überflurhydrant;N-ERGIE;2687499;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Altenfurter Str.;1 a;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1988;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;8.800 m;8.797 m;BP:OK ÜP:OK  NL:OK ;;;";657504.251 m;5475400.356 m;;;2687499;49.410884;11.171384;;
Hydrantenleitung;01.01.00;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;53,156;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2000;90475;Nürnberg;Fischbach;Flachsröststr.;503431400001;5;a;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.2000;80";"(UH) Unterflurhydrant;N-ERGIE;4060375;(37)Fischbach";"Nürnberg;Fischbach;Flachsröststr.;5 a;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.2000;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;2.100 m;2.200 m;BP:OK ÜP:OK  NL:OK ;;;";658963.703 m;5477231.666 m;;;4060375;49.426965;11.192223;;
Versorgungsleitung;10.11.10;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2010;90475;Nürnberg;Altenfurt;Hennebergerstr.;504743500002;16;;;Zweifamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2010;80";"(UH) Unterflurhydrant;N-ERGIE;22195323;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Hennebergerstr.;16;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;10.11.2010;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;1.550 m;2.000 m;BP:OK ÜP:OK  NL:OK ;;;";657537.899 m;5475145.729 m;;;22195323;49.408586;11.171747;;
Versorgungsleitung;10.06.15;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;143,25;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2015;90475;Nürnberg;Altenfurt;Welfenstr.;511088800017;2;a;;Zweifamilienhaus;"VW;Versorgungsleitung;in Betrieb;10.06.2015;100";"(OH) Überflurhydrant;N-ERGIE;25944325;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Welfenstr.;2 a;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;10.06.2015;(HOB) Hoher Bühl;125*11,4 PE-100;100;PN 10;0.300 m;1.819 m;BP:OK ÜP:OK  NL:OK ;;;";658034.844 m;5474816.359 m;;;25944325;49.405497;11.178461;;
Versorgungsleitung;11.04.16;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2016;90475;Nürnberg;Fischbach;Bärenbühlgraben;502361100001;83;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;11.04.2016;80";"(UH) Unterflurhydrant;N-ERGIE;26563516;(37)Fischbach";"Nürnberg;Fischbach;Bärenbühlgraben;83;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;11.04.2016;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;0.100 m;1.810 m;BP:OK ÜP:OK  NL:OK ;;;";658042.817 m;5477126.832 m;;;26563516;49.426262;11.179491;;
Versorgungsleitung;01.01.90;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;165;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1990;90475;Nürnberg;Altenfurt;Oelser Str.;508036200004;2;a;;Tankstelle;"VW;Versorgungsleitung;in Betrieb;01.01.1990;80";"(OH) Überflurhydrant;N-ERGIE;1937411;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Oelser Str.;2 a;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1990;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;1.900 m;1.599 m;BP:OK ÜP:OK  NL:OK ;;;";656874.563 m;5475096.355 m;;;1937411;49.408314;11.162590;;
Hydrantenleitung;01.01.01;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;76,5;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2001;90475;Nürnberg;Moorenbrunn;Radstädter Str.;508631000002;59;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.2001;80";"(OH) Überflurhydrant;N-ERGIE;1959278;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Radstädter Str.;59;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1972;(HOB) Hoher Bühl;(PVC) Polyvinylchlorid;80;PN 10;2.500 m;2.499 m;BP:OK ÜP:OK  NL:OK ;;;";658000.661 m;5473992.054 m;;;1959278;49.398097;11.177662;;
Versorgungsleitung;01.01.01;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;76,125;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2001;90475;Nürnberg;Fischbach;Förstergäßchen;503293000001;11;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2001;100";"(UH) Unterflurhydrant;N-ERGIE;2792489;(37)Fischbach";"Nürnberg;Fischbach;Förstergäßchen;11;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;58.400 m;57.841 m;BP:OK ÜP:OK  NL:OK ;;;";659424.995 m;5476413.277 m;;;2792489;49.419488;11.198250;;
Hydrantenleitung;;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;( ) Gartenhydrant;nein;;;40;PN 16;unbekannt;;90475;Nürnberg;Altenfurt;Raudtener Str.;508678400001;;;;;"VW;Hydrantenleitung;in Betrieb;;40";"( ) Gartenhydrant;N-ERGIE;2688048;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Raudtener Str.;;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1935;(HOB) Hoher Bühl;(St) Stahl;40;PN 16;1.380 m;1.379 m;BP:OK ÜP:N.OK  NL:OK ;;;";656952.745 m;5475702.218 m;;;2688048;49.413740;11.163906;;
Hydrantenleitung;01.01.75;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;81,656;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;1975;90475;Nürnberg;Fischbach;Augraben;501514900001;13;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1975;100";"(OH) Überflurhydrant;N-ERGIE;2807034;(37)Fischbach";"Nürnberg;Fischbach;Augraben;13;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.1975;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;2.355 m;2.000 m;BP:OK ÜP:OK  NL:OK ;;;";658942.297 m;5477003.572 m;;;2807034;49.424920;11.191836;;
Hydrantenleitung;01.01.96;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;156,375;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1996;90475;Nürnberg;Altenfurt;Saganer Str.;509149200006;22;;;Fabrik,Industrie;"VW;Hydrantenleitung;in Betrieb;01.01.1996;80";"(OH) Überflurhydrant;N-ERGIE;2689889;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Saganer Str.;22;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1996;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;2.833 m;2.831 m;BP:OK ÜP:OK  NL:OK ;;;";656786.921 m;5475923.228 m;;;2689889;49.415769;11.161709;;
Hydrantenleitung;;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;57,656;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1992;90475;Nürnberg;Fischbach;Augraben;501514900001;46;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1992;100";"(UH) Unterflurhydrant;N-ERGIE;2796245;(37)Fischbach";"Nürnberg;Fischbach;Augraben;46;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.1983;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;1.907 m;1.565 m;BP:OK ÜP:OK  NL:OK ;;;";658637.789 m;5477036.820 m;;;2796245;49.425299;11.187653;;
Hydrantenleitung;01.01.99;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;142,875;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1999;90475;Nürnberg;Altenfurt;Grünberger Str.;504171500013;41;;;Gewerbe und Wohnen;"VW;Hydrantenleitung;in Betrieb;01.01.1999;100";"(OH) Überflurhydrant;N-ERGIE;2688990;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Grünberger Str.;41;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1954;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;2.710 m;2.715 m;BP:OK ÜP:OK  NL:OK ;;;";657473.893 m;5475584.171 m;;;2688990;49.412544;11.171039;;
Versorgungsleitung;03.11.16;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;70,875;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2016;90475;Nürnberg;Altenfurt;Welfenstr.;511088800017;19;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;03.11.2016;100";"(UH) Unterflurhydrant;N-ERGIE;27122260;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Welfenstr.;19;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;56.100 m;56.662 m;BP:OK ÜP:N.OK  NL:OK ;;;";657576.358 m;5474591.404 m;;;27122260;49.403594;11.172057;;
Versorgungsleitung;07.07.17;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;;;80;PN 16;(Fl) Flansch;2017;90475;Nürnberg;Altenfurt;Welfenstr.;511088800017;17;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;07.07.2017;80";"(UH) Unterflurhydrant;N-ERGIE;28235757;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Welfenstr.;17;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;07.07.2017;(HOB) Hoher Bühl;90*5,4 PE-100;80;PN 10;0.200 m;1.469 m;BP:OK ÜP:OK  NL:OK ;;;";657678.051 m;5474661.812 m;;;28235757;49.404200;11.173485;;
Versorgungsleitung;01.01.72;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;225,75;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;1972;90475;Nürnberg;Moorenbrunn;Salzburger Str.;509165900020;121;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1972;100";"(OH) Überflurhydrant;N-ERGIE;1913961;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Salzburger Str.;121;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1972;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen;100;PN 16;10.300 m;10.291 m;BP:OK ÜP:OK  NL:OK ;;;";657267.926 m;5473840.160 m;;;1913961;49.396921;11.167511;;
